error	steps
491894.0	812.0
491894.0	813.0
491894.0	814.0
491894.0	815.0
491894.0	816.0
491894.0	817.0
491894.0	818.0
491894.0	819.0
491894.0	820.0
491894.0	821.0
491894.0	822.0
491894.0	823.0
491894.0	824.0
491894.0	825.0
491894.0	826.0
491894.0	827.0
491894.0	828.0
491894.0	829.0
491894.0	830.0
491894.0	831.0
491894.0	832.0
491894.0	833.0
491894.0	834.0
491894.0	835.0
491894.0	836.0
491894.0	837.0
491894.0	838.0
491894.0	839.0
491894.0	840.0
491894.0	841.0
491894.0	842.0
491894.0	843.0
491894.0	844.0
491894.0	845.0
491894.0	846.0
491894.0	847.0
491894.0	848.0
491894.0	849.0
491894.0	850.0
491894.0	851.0
491894.0	852.0
491894.0	853.0
491894.0	854.0
491894.0	855.0
491894.0	856.0
491894.0	857.0
491894.0	858.0
491894.0	859.0
491894.0	860.0
491894.0	861.0
491894.0	862.0
491894.0	863.0
491894.0	864.0
491894.0	865.0
491894.0	866.0
491894.0	867.0
491894.0	868.0
491894.0	869.0
491894.0	870.0
491894.0	871.0
491894.0	872.0
491894.0	873.0
491894.0	874.0
491894.0	875.0
491894.0	876.0
491894.0	877.0
491894.0	878.0
491894.0	879.0
491894.0	880.0
491894.0	881.0
491894.0	882.0
491894.0	883.0
491894.0	884.0
491894.0	885.0
491894.0	886.0
491894.0	887.0
491894.0	888.0
491894.0	889.0
491894.0	890.0
491894.0	891.0
491894.0	892.0
491894.0	893.0
491894.0	894.0
491894.0	895.0
491894.0	896.0
491894.0	897.0
491894.0	898.0
491894.0	899.0
491894.0	900.0
491894.0	901.0
491894.0	902.0
491894.0	903.0
491894.0	904.0
491894.0	905.0
491894.0	906.0
491894.0	907.0
491894.0	908.0
491894.0	909.0
491894.0	910.0
491894.0	911.0
491894.0	912.0
491894.0	913.0
491894.0	914.0
491894.0	915.0
491894.0	916.0
491894.0	917.0
491894.0	918.0
491894.0	919.0
491894.0	920.0
491894.0	921.0
491894.0	922.0
491894.0	923.0
491894.0	924.0
491894.0	925.0
491894.0	926.0
491894.0	927.0
491894.0	928.0
491894.0	929.0
491894.0	930.0
491894.0	931.0
491894.0	932.0
491894.0	933.0
491894.0	934.0
491894.0	935.0
491894.0	936.0
491894.0	937.0
491894.0	938.0
491894.0	939.0
491894.0	940.0
491894.0	941.0
491894.0	942.0
491894.0	943.0
491894.0	944.0
491894.0	945.0
491894.0	946.0
491894.0	947.0
491894.0	948.0
491894.0	949.0
491894.0	950.0
491894.0	951.0
491894.0	952.0
491894.0	953.0
491894.0	954.0
491894.0	955.0
491894.0	956.0
